instance_id,design,quality_class,center_x_mm,center_y_mm,center_z_mm,scale_mm
T30ID50P0_00356,T30ID50,P0,0.0795,0.0312,-0.0135,40.3952
T30ID50P0_00357,T30ID50,P0,0.0606,0.0047,-0.0103,40.3779
T30ID50P0_00358,T30ID50,P0,0.1219,-0.0248,-0.0210,40.4425
T30ID50P0_00359,T30ID50,P0,0.0576,-0.0423,-0.0124,40.3871
T30ID50P0_00360,T30ID50,P0,-0.0332,0.0344,-0.0077,40.3600
T30ID50P0_00361,T30ID50,P0,-0.0254,0.0194,-0.0055,40.3416
T30ID50P0_00362,T30ID50,P0,0.0190,-0.0297,-0.0057,40.3504
T30ID50P0_00363,T30ID50,P0,0.0571,-0.0544,-0.0123,40.3867
T30ID50P0_00364,T30ID50,P0,-0.0656,-0.0396,-0.0130,40.3857
T30ID50P0_00365,T30ID50,P0,0.0077,-0.0150,-0.0030,40.3262
T30ID50P0_00366,T30ID50,P0,0.0364,0.0279,-0.0075,40.3516
T30ID50P0_00367,T30ID50,P0,0.0471,-0.0670,-0.0132,40.3897
T30ID50P0_00368,T30ID50,P0,0.0049,0.0488,-0.0074,40.3500
T30ID50P0_00369,T30ID50,P0,0.0319,-0.0288,-0.0074,40.3629
T30ID50P0_00370,T30ID50,P0,0.0155,-0.0312,-0.0056,40.3436
T30ID50P0_00371,T30ID50,P0,-0.0224,-0.0691,-0.0112,40.3813
T30ID50P0_00372,T30ID50,P0,0.0005,-0.0186,-0.0028,40.3247
T30ID50P0_00373,T30ID50,P0,0.0164,0.0051,-0.0031,40.3272
T30ID50P0_00374,T30ID50,P0,-0.0252,-0.0023,-0.0039,40.3416
T30ID50P0_00375,T30ID50,P0,0.0589,-0.0918,-0.0180,40.4221
T30ID50P0_00376,T30ID50,P0,0.1211,0.0093,-0.0198,40.4353
T30ID50P0_00377,T30ID50,P0,0.0083,-0.0209,-0.0034,40.3336
T30ID50P0_00378,T30ID50,P0,-0.0229,-0.0021,-0.0040,40.3345
T30ID50P0_00379,T30ID50,P0,0.0794,0.0261,-0.0134,40.3982
T30ID50P0_00380,T30ID50,P0,-0.0180,-0.0152,-0.0042,40.3316
T30ID50P0_00381,T30ID50,P0,-0.0164,0.0635,-0.0109,40.3775
T30ID50P0_00382,T30ID50,P0,-0.0273,0.0186,-0.0059,40.3503
T30ID50P0_00383,T30ID50,P0,-0.0549,0.0841,-0.0157,40.4137
T30ID50P0_00384,T30ID50,P0,-0.0082,-0.0620,-0.0096,40.3695
T30ID50P0_00385,T30ID50,P0,-0.0223,-0.0637,-0.0120,40.3807
T30ID50P0_00386,T30ID50,P0,0.0302,0.0825,-0.0150,40.4011
T30ID50P0_00387,T30ID50,P0,-0.0407,0.0139,-0.0069,40.3539
T30ID50P0_00388,T30ID50,P0,-0.0338,-0.0263,-0.0071,40.3411
T30ID50P0_00389,T30ID50,P0,0.0236,0.0097,-0.0043,40.3365
T30ID50P0_00390,T30ID50,P0,-0.0387,0.0634,-0.0119,40.3832
T30ID50P0_00391,T30ID50,P0,-0.0004,-0.0365,-0.0059,40.3474
T30ID50P0_00392,T30ID50,P0,-0.0712,-0.0566,-0.0154,40.3998
T30ID50P0_00393,T30ID50,P0,-0.0608,0.0318,-0.0115,40.3879
T30ID50P0_00394,T30ID50,P0,0.0022,0.0212,-0.0039,40.3284
T30ID50P0_00395,T30ID50,P0,-0.0083,0.0159,-0.0028,40.3277
T30ID50P0_00396,T30ID50,P0,-0.0058,0.0481,-0.0078,40.3651
T30ID50P0_00397,T30ID50,P0,0.0011,-0.0171,-0.0026,40.3292
T30ID50P0_00398,T30ID50,P0,0.0692,0.0045,-0.0113,40.3811
T30ID50P0_00399,T30ID50,P0,-0.0781,-0.0148,-0.0135,40.3908
T30ID50P0_00400,T30ID50,P0,-0.0934,0.0728,-0.0196,40.4321
T30ID50P0_00401,T30ID50,P0,0.0330,0.0045,-0.0051,40.3453
T30ID50P0_00402,T30ID50,P0,-0.0242,-0.0542,-0.0095,40.3693
T30ID50P0_00403,T30ID50,P0,-0.0587,0.0719,-0.0155,40.4050
T30ID50P0_00404,T30ID50,P0,0.0587,0.0872,-0.0172,40.4178
T30ID50P0_00405,T30ID50,P0,-0.0264,0.0065,-0.0044,40.3418
T30ID50P0_00406,T30ID50,P0,-0.0339,0.0167,-0.0062,40.3503
T30ID50P0_00407,T30ID50,P0,0.0389,-0.0349,-0.0083,40.3544
T30ID50P0_00408,T30ID50,P0,0.1292,0.0048,-0.0208,40.4392
T30ID50P0_00409,T30ID50,P0,-0.0190,-0.0366,-0.0063,40.3473
T30ID50P0_00410,T30ID50,P0,-0.0422,-0.0178,-0.0074,40.3593
T30ID50P0_00411,T30ID50,P0,0.0341,-0.0357,-0.0081,40.3609
T30ID50P0_00412,T30ID50,P0,-0.0281,0.0897,-0.0155,40.4093
T30ID50P0_00413,T30ID50,P0,0.0240,-0.0260,-0.0059,40.3537
T30ID50P0_00414,T30ID50,P0,-0.0073,0.0178,-0.0030,40.3255
T30ID50P0_00415,T30ID50,P0,0.0810,0.0088,-0.0127,40.3974
T30ID50P0_00416,T30ID50,P0,0.0602,-0.0068,-0.0097,40.3724
T30ID50P0_00417,T30ID50,P0,0.1031,-0.0051,-0.0171,40.4190
T30ID50P0_00418,T30ID50,P0,0.0589,0.0038,-0.0091,40.3745
T30ID50P0_00419,T30ID50,P0,-0.0055,0.0510,-0.0083,40.3574
T30ID50P0_00420,T30ID50,P0,-0.0428,-0.0097,-0.0066,40.3554
T30ID50P0_00421,T30ID50,P0,0.0761,0.0165,-0.0129,40.3930
T30ID50P0_00422,T30ID50,P0,-0.0210,0.0840,-0.0138,40.4021
T30ID50P0_00423,T30ID50,P0,-0.0431,0.0440,-0.0103,40.3776
T30ID50P0_00424,T30ID50,P0,0.0552,0.0321,-0.0106,40.3819
T30ID50P0_00425,T30ID50,P0,0.0001,0.0937,-0.0165,40.4012
T30ID50P0_00426,T30ID50,P0,-0.0266,-0.1156,-0.0197,40.4316
T30ID50P0_00427,T30ID50,P0,0.0137,-0.0064,-0.0027,40.3317
T30ID50P0_00428,T30ID50,P0,0.1205,0.0270,-0.0215,40.4454
T30ID50P0_00429,T30ID50,P0,-0.0304,0.0105,-0.0053,40.3419
T30ID50P0_00430,T30ID50,P0,0.1131,0.0521,-0.0196,40.4358
T30ID50P0_00431,T30ID50,P0,-0.0172,-0.0022,-0.0029,40.3313
T30ID50P0_00432,T30ID50,P0,-0.0164,-0.0064,-0.0026,40.3272
T30ID50P0_00433,T30ID50,P0,-0.0645,-0.0845,-0.0172,40.4202
T30ID50P0_00434,T30ID50,P0,-0.0296,0.0450,-0.0088,40.3695
T30ID50P0_00435,T30ID50,P0,0.0243,-0.0055,-0.0044,40.3337
T30ID50P0_00436,T30ID50,P0,-0.0858,-0.0363,-0.0144,40.4072
T30ID50P0_00437,T30ID50,P0,0.0133,0.0379,-0.0061,40.3564
T30ID50P0_00438,T30ID50,P0,0.0993,-0.0429,-0.0180,40.4203
T30ID50P0_00439,T30ID50,P0,0.0292,0.0711,-0.0121,40.3875
T30ID50P0_00440,T30ID50,P0,0.0192,-0.0126,-0.0035,40.3403
T30ID50P0_00441,T30ID50,P0,0.0075,-0.0235,-0.0040,40.3355
T30ID50P0_00442,T30ID50,P0,0.0827,0.0250,-0.0156,40.4010
T30ID50P0_00443,T30ID50,P0,0.0429,-0.0317,-0.0089,40.3625
T30ID50P0_00444,T30ID50,P0,0.0316,0.0391,-0.0084,40.3655
T30ID50P0_00445,T30ID50,P0,-0.0330,-0.0248,-0.0072,40.3572
T30ID50P0_00446,T30ID50,P0,0.0119,0.0519,-0.0096,40.3690
T30ID50P0_00447,T30ID50,P0,0.0031,-0.0712,-0.0110,40.3911
T30ID50P0_00448,T30ID50,P0,-0.0409,-0.0711,-0.0129,40.3929
T30ID50P0_00449,T30ID50,P0,-0.0001,0.0575,-0.0097,40.3699
T30ID50P0_00450,T30ID50,P0,-0.0267,-0.0523,-0.0103,40.3696
T30ID50P0_00451,T30ID50,P0,-0.0019,-0.0566,-0.0099,40.3653
T30ID50P0_00452,T30ID50,P0,-0.0360,0.0010,-0.0064,40.3491
T30ID50P0_00453,T30ID50,P0,-0.0189,-0.0852,-0.0149,40.4075
T30ID50P0_00454,T30ID50,P0,0.0515,-0.0136,-0.0086,40.3654
T30ID50P0_00455,T30ID50,P0,-0.0208,0.0775,-0.0137,40.3892
T30ID50P0_00456,T30ID50,P0,-0.0751,-0.0032,-0.0121,40.3806
T30ID50P0_00457,T30ID50,P0,0.0219,0.0182,-0.0051,40.3390
T30ID50P0_00458,T30ID50,P0,-0.0380,-0.0327,-0.0080,40.3603
T30ID50P0_00459,T30ID50,P0,-0.0331,-0.0042,-0.0061,40.3513
T30ID50P0_00460,T30ID50,P0,-0.0241,0.1237,-0.0206,40.4430
T30ID50P0_00461,T30ID50,P0,0.0275,0.0350,-0.0082,40.3542
T30ID50P0_00462,T30ID50,P0,-0.0106,0.0215,-0.0037,40.3372
T30ID50P0_00463,T30ID50,P0,-0.0274,-0.0160,-0.0049,40.3444
T30ID50P0_00464,T30ID50,P0,0.1102,-0.0203,-0.0188,40.4204
T30ID50P0_00465,T30ID50,P0,-0.0729,0.0011,-0.0125,40.3808
T30ID50P0_00466,T30ID50,P0,-0.0154,-0.0196,-0.0041,40.3348
T30ID50P0_00467,T30ID50,P0,0.0649,0.0224,-0.0123,40.3783
T30ID50P0_00468,T30ID50,P0,-0.0463,-0.0700,-0.0143,40.3917
T30ID50P0_00469,T30ID50,P0,-0.0461,0.0662,-0.0129,40.3921
T30ID50P0_00470,T30ID50,P0,-0.0777,0.0388,-0.0145,40.3928
T30ID50P0_00471,T30ID50,P0,0.0020,0.0640,-0.0111,40.3740
T30ID50P0_00472,T30ID50,P0,-0.0774,0.0617,-0.0168,40.4039
T30ID50P0_00473,T30ID50,P0,-0.0665,-0.1001,-0.0200,40.4340
T30ID50P0_00474,T30ID50,P0,-0.1079,-0.0517,-0.0209,40.4300
T30ID50P0_00475,T30ID50,P0,-0.0460,-0.1041,-0.0188,40.4260
T30ID50P0_00476,T30ID50,P0,-0.0244,0.0015,-0.0037,40.3401
T30ID50P0_00477,T30ID50,P0,-0.0101,-0.0996,-0.0171,40.4093
T30ID50P0_00478,T30ID50,P0,-0.0131,-0.0296,-0.0057,40.3423
T30ID50P0_00479,T30ID50,P0,-0.0579,0.0150,-0.0095,40.3690
T30ID50P0_00480,T30ID50,P0,-0.0531,-0.0095,-0.0082,40.3703
T30ID50P0_00481,T30ID50,P0,-0.0231,-0.0583,-0.0103,40.3735
T30ID50P0_00482,T30ID50,P0,0.0152,-0.0810,-0.0133,40.3925
T30ID50P0_00483,T30ID50,P0,-0.0369,0.0423,-0.0101,40.3710
T30ID50P0_00484,T30ID50,P0,-0.0061,0.1007,-0.0176,40.4098
T30ID50P0_00485,T30ID50,P0,0.0734,-0.0566,-0.0160,40.4017
T30ID50P0_00486,T30ID50,P0,-0.0454,-0.0368,-0.0096,40.3677
T30ID50P0_00487,T30ID50,P0,-0.1118,-0.0077,-0.0177,40.4238
T30ID50P0_00488,T30ID50,P0,-0.1261,-0.0503,-0.0223,40.4393
T30ID50P0_00489,T30ID50,P0,-0.0053,-0.0731,-0.0133,40.3779
T30ID50P0_00490,T30ID50,P0,-0.0262,0.0384,-0.0072,40.3621
T30ID50P0_00491,T30ID50,P0,-0.0124,-0.0291,-0.0054,40.3439
T30ID50P0_00492,T30ID50,P0,0.0163,-0.0008,-0.0029,40.3260
T30ID50P0_00493,T30ID50,P0,0.0184,-0.0241,-0.0048,40.3362
T30ID50P0_00494,T30ID50,P0,-0.0490,-0.0140,-0.0078,40.3579
T30ID50P0_00495,T30ID50,P0,-0.0246,-0.1107,-0.0194,40.4269
T30ID50P0_00496,T30ID50,P0,0.0227,0.1061,-0.0187,40.4286
T30ID50P0_00497,T30ID50,P0,-0.0255,-0.0301,-0.0065,40.3564
T30ID50P0_00498,T30ID50,P0,-0.0441,-0.0127,-0.0083,40.3601
T30ID50P0_00499,T30ID50,P0,-0.1037,0.0229,-0.0174,40.4178
T30ID50P0_00500,T30ID50,P0,0.0447,0.0918,-0.0175,40.4094
T30ID50R0_00001,T30ID50,R0,0.0105,0.1392,0.0000,40.4489
T30ID50R0_00002,T30ID50,R0,0.0132,0.1604,0.0000,40.4733
T30ID50R0_00003,T30ID50,R0,0.0110,0.1409,0.0000,40.4510
T30ID50R0_00004,T30ID50,R0,0.0142,0.1677,0.0000,40.4824
T30ID50R0_00005,T30ID50,R0,0.0126,0.1580,0.0000,40.4700
T30ID50R0_00006,T30ID50,R0,0.0143,0.1679,0.0000,40.4773
T30ID50R0_00007,T30ID50,R0,0.0114,0.1442,0.0000,40.4483
T30ID50R0_00008,T30ID50,R0,0.0121,0.1507,0.0000,40.4635
T30ID50R0_00009,T30ID50,R0,0.0096,0.1287,0.0000,40.4348
T30ID50R0_00010,T30ID50,R0,0.0112,0.1448,0.0000,40.4555
T30ID50R0_00011,T30ID50,R0,0.0147,0.1757,0.0000,40.4901
T30ID50R0_00012,T30ID50,R0,0.0137,0.1637,0.0000,40.4736
T30ID50R0_00013,T30ID50,R0,0.0143,0.1676,0.0000,40.4737
T30ID50R0_00014,T30ID50,R0,0.0105,0.1379,0.0000,40.4559
T30ID50R0_00015,T30ID50,R0,0.0144,0.1696,0.0000,40.4844
T30ID50R0_00016,T30ID50,R0,0.0114,0.1457,0.0000,40.4529
T30ID50R0_00017,T30ID50,R0,0.0143,0.1686,0.0000,40.4795
T30ID50R0_00018,T30ID50,R0,0.0127,0.1556,0.0000,40.4636
T30ID50R0_00019,T30ID50,R0,0.0139,0.1665,0.0000,40.4780
T30ID50R0_00020,T30ID50,R0,0.0169,0.1890,0.0000,40.5027
T30ID50R0_00021,T30ID50,R0,0.0130,0.1579,0.0000,40.4719
T30ID50R0_00022,T30ID50,R0,0.0150,0.1749,0.0000,40.4828
T30ID50R0_00023,T30ID50,R0,0.0207,0.2181,0.0000,40.5355
T30ID50R0_00024,T30ID50,R0,0.0144,0.1706,0.0000,40.4854
T30ID50R0_00025,T30ID50,R0,0.0109,0.1439,0.0000,40.4558
T30ID50R0_00026,T30ID50,R0,0.0118,0.1483,0.0000,40.4528
T30ID50R0_00027,T30ID50,R0,0.0131,0.1574,0.0000,40.4638
T30ID50R0_00028,T30ID50,R0,0.0145,0.1728,0.0000,40.4912
T30ID50R0_00029,T30ID50,R0,0.0134,0.1636,0.0000,40.4710
T30ID50R0_00030,T30ID50,R0,0.0144,0.1723,0.0000,40.4835
T30ID50R0_00031,T30ID50,R0,0.0175,0.1891,0.0000,40.5026
T30ID50R0_00032,T30ID50,R0,0.0126,0.1538,0.0000,40.4653
T30ID50R0_00033,T30ID50,R0,0.0147,0.1741,0.0000,40.4850
T30ID50R0_00034,T30ID50,R0,0.0143,0.1675,0.0000,40.4805
T30ID50R0_00035,T30ID50,R0,0.0113,0.1443,0.0000,40.4508
T30ID50R0_00036,T30ID50,R0,0.0139,0.1627,0.0000,40.4727
T30ID50R0_00037,T30ID50,R0,0.0145,0.1735,0.0000,40.4811
T30ID50R0_00038,T30ID50,R0,0.0114,0.1450,0.0000,40.4511
T30ID50R0_00039,T30ID50,R0,0.0139,0.1665,0.0000,40.4750
T30ID50R0_00040,T30ID50,R0,0.0143,0.1712,0.0000,40.4826
T30ID50R0_00041,T30ID50,R0,0.0154,0.1795,0.0000,40.4878
T30ID50R0_00042,T30ID50,R0,0.0096,0.1315,0.0000,40.4451
T30ID50R0_00043,T30ID50,R0,0.0125,0.1540,0.0000,40.4689
T30ID50R0_00044,T30ID50,R0,0.0194,0.2083,0.0000,40.5242
T30ID50R0_00045,T30ID50,R0,0.0160,0.1827,0.0000,40.4970
T30ID50R0_00046,T30ID50,R0,0.0124,0.1600,0.0000,40.4665
T30ID50R0_00047,T30ID50,R0,0.0139,0.1645,0.0000,40.4766
T30ID50R0_00048,T30ID50,R0,0.0166,0.1861,0.0000,40.4935
T30ID50R0_00049,T30ID50,R0,0.0145,0.1734,0.0000,40.4842
T30ID50R0_00050,T30ID50,R0,0.0122,0.1543,0.0000,40.4599
T30ID50R0_00051,T30ID50,R0,0.0120,0.1514,0.0000,40.4554
T30ID50R0_00052,T30ID50,R0,0.0147,0.1719,0.0000,40.4904
T30ID50R0_00053,T30ID50,R0,0.0131,0.1649,0.0000,40.4703
T30ID50R0_00054,T30ID50,R0,0.0109,0.1444,0.0000,40.4577
T30ID50R0_00055,T30ID50,R0,0.0122,0.1491,0.0000,40.4533
T30ID50R0_00056,T30ID50,R0,0.0190,0.2020,0.0000,40.5084
T30ID50R0_00057,T30ID50,R0,0.0130,0.1579,0.0000,40.4717
T30ID50R0_00058,T30ID50,R0,0.0217,0.2200,0.0000,40.5313
T30ID50R0_00059,T30ID50,R0,0.0127,0.1602,0.0000,40.4639
T30ID50R0_00060,T30ID50,R0,0.0167,0.1908,0.0000,40.4997
T30ID50R0_00061,T30ID50,R0,0.0149,0.1755,0.0000,40.4910
T30ID50R0_00062,T30ID50,R0,0.0139,0.1643,0.0000,40.4750
T30ID50R0_00063,T30ID50,R0,0.0125,0.1545,0.0000,40.4612
T30ID50R0_00064,T30ID50,R0,0.0107,0.1396,0.0000,40.4456
T30ID50R0_00065,T30ID50,R0,0.0125,0.1524,0.0000,40.4718
T30ID50R0_00066,T30ID50,R0,0.0143,0.1659,0.0000,40.4747
T30ID50R0_00067,T30ID50,R0,0.0145,0.1704,0.0000,40.4796
T30ID50R0_00068,T30ID50,R0,0.0161,0.1808,0.0000,40.4893
T30ID50R0_00069,T30ID50,R0,0.0117,0.1508,0.0000,40.4610
T30ID50R0_00070,T30ID50,R0,0.0154,0.1825,0.0000,40.4976
T30ID50R0_00071,T30ID50,R0,0.0114,0.1462,0.0000,40.4642
T30ID50R0_00072,T30ID50,R0,0.0142,0.1696,0.0000,40.4796
T30ID50R0_00073,T30ID50,R0,0.0140,0.1702,0.0000,40.4845
T30ID50R0_00074,T30ID50,R0,0.0157,0.1800,0.0000,40.4964
T30ID50R0_00075,T30ID50,R0,0.0158,0.1805,0.0000,40.4926
T30ID50R0_00076,T30ID50,R0,0.0159,0.1809,0.0000,40.4959
T30ID50R0_00077,T30ID50,R0,0.0139,0.1692,0.0000,40.4830
T30ID50R0_00078,T30ID50,R0,0.0146,0.1697,0.0000,40.4881
T30ID50R0_00079,T30ID50,R0,0.0143,0.1678,0.0000,40.4799
T30ID50R0_00080,T30ID50,R0,0.0146,0.1716,0.0000,40.4830
T30ID50R0_00081,T30ID50,R0,0.0127,0.1548,0.0000,40.4638
T30ID50R0_00082,T30ID50,R0,0.0158,0.1815,0.0000,40.4932
T30ID50R0_00083,T30ID50,R0,0.0115,0.1480,0.0000,40.4584
T30ID50R0_00084,T30ID50,R0,0.0119,0.1514,0.0000,40.4747
T30ID50R0_00085,T30ID50,R0,0.0113,0.1463,0.0000,40.4609
T30ID50R0_00086,T30ID50,R0,0.0122,0.1526,0.0000,40.4628
T30ID50R0_00087,T30ID50,R0,0.0148,0.1749,0.0000,40.4858
T30ID50R0_00088,T30ID50,R0,0.0156,0.1773,0.0000,40.4897
T30ID50R0_00089,T30ID50,R0,0.0101,0.1302,0.0000,40.4353
T30ID50R0_00090,T30ID50,R0,0.0142,0.1691,0.0000,40.4810
T30ID50R0_00091,T30ID50,R0,0.0159,0.1810,0.0000,40.4937
T30ID50R0_00092,T30ID50,R0,0.0140,0.1688,0.0000,40.4758
T30ID50R0_00093,T30ID50,R0,0.0180,0.1976,0.0000,40.5071
T30ID50R0_00094,T30ID50,R0,0.0131,0.1632,0.0000,40.4778
T30ID50R0_00095,T30ID50,R0,0.0147,0.1702,0.0000,40.4802
T30ID50R0_00096,T30ID50,R0,0.0147,0.1721,0.0000,40.4832
T30ID50R0_00097,T30ID50,R0,0.0133,0.1619,0.0000,40.4729
T30ID50R0_00098,T30ID50,R0,0.0134,0.1627,0.0000,40.4793
T30ID50R0_00099,T30ID50,R0,0.0146,0.1710,0.0000,40.4830
T30ID50R0_00100,T30ID50,R0,0.0139,0.1690,0.0000,40.4769
T30ID50R0_00101,T30ID50,R0,0.0146,0.1740,0.0000,40.4825
T30ID50R0_00102,T30ID50,R0,0.0160,0.1824,0.0000,40.4950
T30ID50R0_00103,T30ID50,R0,0.0156,0.1786,0.0000,40.4864
T30ID50R0_00104,T30ID50,R0,0.0109,0.1416,0.0000,40.4492
T30ID50R0_00105,T30ID50,R0,0.0155,0.1781,0.0000,40.4912
T30ID50R0_00106,T30ID50,R0,0.0144,0.1681,0.0000,40.4711
T30ID50R0_00107,T30ID50,R0,0.0118,0.1491,0.0000,40.4596
T30ID50R0_00108,T30ID50,R0,0.0149,0.1782,0.0000,40.4901
T30ID50R0_00109,T30ID50,R0,0.0099,0.1341,0.0000,40.4418
T30ID50R0_00110,T30ID50,R0,0.0134,0.1650,0.0000,40.4686
T30ID50R0_00111,T30ID50,R0,0.0144,0.1695,0.0000,40.4786
T30ID50R0_00112,T30ID50,R0,0.0108,0.1414,0.0000,40.4507
T30ID50R0_00113,T30ID50,R0,0.0171,0.1911,0.0000,40.5055
T30ID50R0_00114,T30ID50,R0,0.0130,0.1591,0.0000,40.4636
T30ID50R0_00115,T30ID50,R0,0.0158,0.1847,0.0000,40.4974
T30ID50R0_00116,T30ID50,R0,0.0148,0.1713,0.0000,40.4787
T30ID50R0_00117,T30ID50,R0,0.0159,0.1823,0.0000,40.4855
T30ID50R0_00118,T30ID50,R0,0.0188,0.2011,0.0000,40.5100
T30ID50R0_00119,T30ID50,R0,0.0143,0.1695,0.0000,40.4767
T30ID50R0_00120,T30ID50,R0,0.0141,0.1672,0.0000,40.4853
T30ID50R0_00121,T30ID50,R0,0.0147,0.1735,0.0000,40.4825
T30ID50R0_00122,T30ID50,R0,0.0148,0.1753,0.0000,40.4881
T30ID50R0_00123,T30ID50,R0,0.0184,0.1980,0.0000,40.5046
T30ID50R0_00124,T30ID50,R0,0.0104,0.1365,0.0000,40.4448
T30ID50R0_00125,T30ID50,R0,0.0114,0.1433,0.0000,40.4578
T30ID50R0_00126,T30ID50,R0,0.0154,0.1822,0.0000,40.4905
T30ID50R0_00127,T30ID50,R0,0.0145,0.1720,0.0000,40.4839
T30ID50R0_00128,T30ID50,R0,0.0145,0.1736,0.0000,40.4846
T30ID50R0_00129,T30ID50,R0,0.0113,0.1506,0.0000,40.4588
T30ID50R0_00130,T30ID50,R0,0.0124,0.1544,0.0000,40.4738
T30ID50R0_00131,T30ID50,R0,0.0146,0.1712,0.0000,40.4896
T30ID50R0_00132,T30ID50,R0,0.0138,0.1696,0.0000,40.4833
T30ID50R0_00133,T30ID50,R0,0.0088,0.1228,0.0000,40.4331
T30ID50R0_00134,T30ID50,R0,0.0167,0.1865,0.0000,40.4946
T30ID50R0_00135,T30ID50,R0,0.0158,0.1810,0.0000,40.4899
T30ID50R0_00136,T30ID50,R0,0.0141,0.1701,0.0000,40.4893
T30ID50R0_00137,T30ID50,R0,0.0111,0.1442,0.0000,40.4464
T30ID50R0_00138,T30ID50,R0,0.0146,0.1691,0.0000,40.4792
T30ID50R0_00139,T30ID50,R0,0.0122,0.1525,0.0000,40.4630
T30ID50R0_00140,T30ID50,R0,0.0107,0.1374,0.0000,40.4486
T30ID50R0_00141,T30ID50,R0,0.0122,0.1513,0.0000,40.4690
T30ID50R0_00142,T30ID50,R0,0.0104,0.1394,0.0000,40.4465
T30ID50R0_00143,T30ID50,R0,0.0144,0.1697,0.0000,40.4727
T30ID50R0_00144,T30ID50,R0,0.0151,0.1791,0.0000,40.4936
T30ID50R0_00145,T30ID50,R0,0.0155,0.1766,0.0000,40.4799
T30ID50R0_00146,T30ID50,R0,0.0119,0.1493,0.0000,40.4582
T30ID50R0_00147,T30ID50,R0,0.0128,0.1577,0.0000,40.4703
T30ID50R0_00148,T30ID50,R0,0.0123,0.1517,0.0000,40.4597
T30ID50R0_00149,T30ID50,R0,0.0162,0.1818,0.0000,40.4967
T30ID50R0_00150,T30ID50,R0,0.0131,0.1591,0.0000,40.4638
T30ID50R0_00151,T30ID50,R0,0.0131,0.1595,0.0000,40.4683
T30ID50R0_00152,T30ID50,R0,0.0128,0.1588,0.0000,40.4749
T30ID50R0_00153,T30ID50,R0,0.0104,0.1407,0.0000,40.4578
T30ID50R0_00154,T30ID50,R0,0.0133,0.1613,0.0000,40.4830
T30ID50R0_00155,T30ID50,R0,0.0142,0.1680,0.0000,40.4790
T30ID50R0_00156,T30ID50,R0,0.0136,0.1651,0.0000,40.4805
T30ID50R0_00157,T30ID50,R0,0.0088,0.1215,0.0000,40.4224
T30ID50R0_00158,T30ID50,R0,0.0134,0.1641,0.0000,40.4759
T30ID50R0_00159,T30ID50,R0,0.0162,0.1835,0.0000,40.4899
T30ID50R0_00160,T30ID50,R0,0.0148,0.1736,0.0000,40.4850
T30ID50R0_00161,T30ID50,R0,0.0156,0.1791,0.0000,40.4944
T30ID50R0_00162,T30ID50,R0,0.0146,0.1713,0.0000,40.4825
T30ID50R0_00163,T30ID50,R0,0.0145,0.1712,0.0000,40.4851
T30ID50R0_00164,T30ID50,R0,0.0167,0.1890,0.0000,40.5024
T30ID50R0_00165,T30ID50,R0,0.0118,0.1502,0.0000,40.4598
T30ID50R0_00166,T30ID50,R0,0.0157,0.1815,0.0000,40.4874
T30ID50R0_00167,T30ID50,R0,0.0119,0.1513,0.0000,40.4651
T30ID50R0_00168,T30ID50,R0,0.0149,0.1743,0.0000,40.4831
T30ID50R0_00169,T30ID50,R0,0.0139,0.1668,0.0000,40.4739
T30ID50R0_00170,T30ID50,R0,0.0098,0.1334,0.0000,40.4418
T30ID50R0_00171,T30ID50,R0,0.0153,0.1782,0.0000,40.4867
T30ID50R0_00172,T30ID50,R0,0.0128,0.1555,0.0000,40.4703
T30ID50R0_00173,T30ID50,R0,0.0162,0.1812,0.0000,40.4889
T30ID50R0_00174,T30ID50,R0,0.0102,0.1359,0.0000,40.4481
T30ID50R0_00175,T30ID50,R0,0.0171,0.1899,0.0000,40.5027
T30ID50R0_00176,T30ID50,R0,0.0166,0.1853,0.0000,40.4934
T30ID50R0_00177,T30ID50,R0,0.0142,0.1665,0.0000,40.4744
T30ID50R0_00178,T30ID50,R0,0.0140,0.1667,0.0000,40.4800
T30ID50R0_00179,T30ID50,R0,0.0155,0.1774,0.0000,40.4885
T30ID50R0_00180,T30ID50,R0,0.0123,0.1532,0.0000,40.4653
T30ID50R0_00181,T30ID50,R0,0.0131,0.1575,0.0000,40.4713
T30ID50R0_00182,T30ID50,R0,0.0134,0.1619,0.0000,40.4777
T30ID50R0_00183,T30ID50,R0,0.0153,0.1777,0.0000,40.4826
T30ID50R0_00184,T30ID50,R0,0.0112,0.1483,0.0000,40.4622
T30ID50R0_00185,T30ID50,R0,0.0094,0.1289,0.0000,40.4409
T30ID50R0_00186,T30ID50,R0,0.0123,0.1542,0.0000,40.4594
T30ID50R0_00187,T30ID50,R0,0.0141,0.1687,0.0000,40.4803
T30ID50R0_00188,T30ID50,R0,0.0157,0.1813,0.0000,40.4928
T30ID50R0_00189,T30ID50,R0,0.0140,0.1658,0.0000,40.4733
T30ID50R0_00190,T30ID50,R0,0.0146,0.1704,0.0000,40.4816
T30ID50R0_00191,T30ID50,R0,0.0141,0.1688,0.0000,40.4794
T30ID50R0_00192,T30ID50,R0,0.0119,0.1522,0.0000,40.4724
T30ID50R0_00193,T30ID50,R0,0.0119,0.1536,0.0000,40.4621
T30ID50R0_00194,T30ID50,R0,0.0112,0.1461,0.0000,40.4529
T30ID50R0_00195,T30ID50,R0,0.0118,0.1516,0.0000,40.4628
T30ID50R0_00196,T30ID50,R0,0.0154,0.1773,0.0000,40.4879
